text	label
look forward watch oscars flight home tomorrow bubbly drink	pos
todays flight palm springs ca jfk ny cancel flightled	neg
hahaha you guy are amazing love you guy	pos
sound like fun	pos
css site right fix site unusable	neg
flight vegas boston today check online bag count register can fix	neg
classiq luv virgin america greetingz	pos
hi try check website work try different browser problem continue	neg
thank great customer service today amp help travel sort	pos
thank guy sweet route rockies airplanemodewason	pos
love music blast gate boston wait flight sanfrancisco only iced coffee	pos
passenger flt assault fly trust ban crew file report	neg
current bug website show select departure select destination city	neg
thank easy itinerary shift impending weather quick painless amp free	pos
if love girl inspire pilot free woaw event march abq	neu
thank good time vodkatonics entire flight	pos
plan start fly direct dal las	neu
great job add little luxury aesthetic improve air travel experience thank keep	pos
grand budapest hotel oscarscountdown	neu
wtf pay direct flight purpose stop fuel exhaust frequent flier inconvenience	neg
wrong website safari iphone	neg
thank gate check baggage flight dfw lax give early board sweet	pos
already check page expire	neg
boo refund seat upgrade fee want buy place	neg
share rise financial result usa today	neu
add pillows instead lie flat seats first class arms race	neu
	pos
way advantage mayweatherpacquiao	neu
know fly virgin fight mayweatherpacquiao	neu
inflight team make experience amazing	pos
cut salt pepper shaker just think guy better	pos
move seat notice good seat cabin select row select disappointed	neg
fav airline	pos
hot female pilot sweet dca sfo	pos
policy fly surgery wait answer tell doctor	neu
thank	pos
be go website get lot error past minute	neg
think leave plane yesterday ah	neu
need follow order dm	neu
tell check airline regulation contact	neu
check flight sfo lax amp tell atlantic flying club gold benefit	neg
husband order drink screen come awesome	neg
policy fly surgery	neu
post second consecutive year net profit	neu
funny story website break miss javascript stylesheet checkin process dislike	neg
love virgin like	pos
result handily exceed forecasts	neu
apply position wonder guy receive application	neu
achieve second year profitability despite revenue pressure	neu
give positive outlook see increase competition	neu
do guy know check link email break	neg
pilot say expect choppy landing nyc gusty wind w temperature degree amp windchill	neu
love can wait monday return flight mostly watch inflight safety video sorrynotsorry	pos
the flight booking problems section website break chrome may wanna look	neg
hi just want new route plan year newark love fly guy hope	pos
mean probably inappropriate board but	pos
happy spend day let	pos
save sanity right	neu
understanding help thx comps	pos
thank absolutely	pos
look like broken link asset	neg
ready let noooo turbulence today	neu
manage itinerary section website break	neg
start service hawaii sanfrancisco year biztravel	neu
add dtw sell	neu
how free drink flight free promo	pos
thank	pos
contact portfolio leave flight vx jfk sfo tonite seat need return call	neu
help on flight jkf tonight seat leave portfolio need	neu
seattle bind wifey get duffle vday keeper holla	neu
luggage go file paperwork promise email still resolution response central luggage	neg
debbie baldwin give rockstar performance safety demo evening bestcrew sherocks	neu
thank	pos
thank take care flight rockstar travel	pos
thank lovely soft view travel san sfo	pos
many thank freyasfund usa bandie look any help	neu
new airline	neu
can help ourprincess need help usa	neu
adore look forward flight austin week	pos
glad mention take virgin flight year transformative experience	pos
flight booking problems flight uphold status match do tax ticket count earn status point statusmatch virginamerica	neu
try check look like site	neg
time fly virgin go sanfrancisco smooth ride easily new fav airline	pos
fine already purchase but try just way	neg
luggage slow lax	neg
jump dallas austin market	neu
can help leave blazer kooples jacket bag row second seat right gate lax flight sfo	neu
partner checkout mobile payment method help boost mobile conversion rate etailw payment visa	neu
promote product problem southwest recommend noneoth good	pos
love guy pls direct route las aus	pos
like help flight	neu
bruh turn vxsafetydance	neu
course work obsess entire virgin family	pos
ok time fly tonight	pos
do need receipt asap could help	neu
get square away someone pick soon tweet should tweet sooner	pos
add pillows instead lie flat seats first class arms race	neu
of course have fun celebrate thank happy chinese new year	pos
flight booking problems second flight week san chance want gift promo code love guy	pos
comenity bank joke please change nothing constant problem bank	neg
dm do u add	neu
for grandma ella bday greet flight crew stewardess eastern airlines	pos
just buy tix atx dallas route thank add love yr airline amp yr website best transactional site ever	pos
anytime sugafly	neu
give credit late flight flight yesterday great service that wow moment unexpected gesture	pos
need receipt flight change can send	neu
safety video love cross country flight livewelltravel sytycd	pos
look fat look yummy	pos
ceo say southwest amp jetblue stray low cost	neu
brilliant brisk boston cue	neu
atlantic plough lone furrow middleeast	neu
atlantic plough lone furrow middleeast	neu
atlantic plough lone furrow middleeast	neu
omg omg nonstop dallas austin virgin	pos
plane pretty just think u know	pos
pull hair try book flight site work iphone computer help	neg
thank	pos
good home texas moodlight	pos
open laptop seat pay premium let	neg
if guy start flight end month guess road tripping feb	neu
thank be need way austin trip dca come	pos
cool never ur plane	pos
great well deserved	pos
status match week go news flt week hope flt count requirement cust svc help	neg
website suck donkey dick just think know all good	neg
get all set thank	pos
a channel year	neu
only thing passbook virgin mobile mexico how integrate	neu
giants virgin america a match heaven	pos
thank goodness also friday boom	pos
when vx use lga slot instead today add aus make likely	neg
help step game tindertips tinderchamp	neu
luv ur people product thing y u charge herbal tea black tea caffeine drinker	pos
thank see soon excited expansion destination spread wing	pos
add austin dallas love field route	neu
sad learn longer fly sfo gt phl hope return	neg
tweet cancelled flight chng fee flight rebook affiliate if afiliate	neu
incredible customer service experience so refreshing	pos
now virginamerica come philadelphia phl	neu
dream do open route dallas austin and mean houston	pos
omg finally	pos
start flight dallas austin avgeek	neu
nice expand texas forget sandiego love flight	neu
kinda suck earphone jack work flight want look future passenger	neg
very poor experience first computer problem seat malfunction stick miss meeting san diego	neg
battle route	neu
thankyou dal aus route make day	pos
awesome deal dal aus way	pos
miss nerdbird san jose	neu
love take backyard consumer win biz compete	pos
fly love austin that excellent news	pos
congrats vx new route	pos
u help flight old battling cancer need treatment	neu
have spend hour worry item carryon break steal carry plane lock bag	neg
lot flight book site work phone wait minute	neg
flight artisanal cheese wine pairing	pos
that classy	pos
sure lot jfk lhr flight lot faster mph strong tailwind	pos
t minus minute elevate silver upgrade window open freeneversuck	pos
why take year fly home dallas get shit	neg
rough trip luckily virginamerica flight weather	pos
thestarter	neu
yes fyi my bff	neu
perfect flight how come plane sun visor stay other carrier raise	pos
nice the man steel fast wifi say sciencebehindtheexperience	pos
love dance little richard cool bean	pos
use passbook love use email future	pos
thank free birthday point all right	pos
application ios be look see virgin mexico	neu
man steel fly city frequency	neg
thank sharing just add site	pos
good point	neu
hear virgin mobile hotspot	neu
dad segway good infographic	pos
be plan short haul airline europe would defiantly fly guy	pos
wifi and good seating	pos
come abc network channel	neu
start flight scolding overhead bin offer person seat	neg
great return call day could ask myvxexperience	pos
try change advance hour try online earlier want change fee	neg
loyal drive nyc pa fly virgin cut philly flight	pos
any way change main cabin main cabin select flight pay change fee penalty	neu
guy perfect wervirgin	pos
thank good customer service leave industry	pos
can silver status month	neu
wish fly fargo fare amazing	pos
flight schedule p.m. departure say time plane gate any update long delay	neg
be sign bonus enroll elevate	neu
get p.m. newark home la folk ewr incredible letsgohome	pos
morning if question elevate point amp flight dm	neu
wait	neu
wonder guy reciev dm able potentially respond asap	neu
fly lax sfo look awesome movie lineup actually wish long haul	pos
book town fare restr	neu
thank	pos
thank take care mr happy customer	pos
refund word dm please resolve issue cancel flightled flight useless assistant trip	neg
thank fill how luck be common	pos
international flight glasgow then orlando newark all min	neu
fly gla mco week how long airport departure international domestic ta	neu
thank	pos
thank ticket	pos
be law policy	neu
bad nonrefundable first class ticket oh select global fc system auto select economy w upgrade	neg
so buy tix day flight transfer tix flawed security logic flawed customer service	neg
follow airline beautifull	pos
sure united info system	neu
just submit response link send	neu
yes david allan send email number	neu
totally suck cousin work phl say	neg
want let know wonderful rosetta gate agent work flight dan ase let know wasappreciat	pos
internet great thing email executive company maybe respond timely manner	neg
do need use chase united club pass old son come pass	neu
suppose number	neu
s weak see ya hey	neg
lose voucher give miami aeroport jan use	neu
sure drive total hour bag like explain debacle want talk	neg
gee like care ppl think int have trust adult daughter	neu
preferred security line anymore tsa pre check pull partner flight platinum spoil	neg
newarkliberty airport need indicate different gate terminal flyingainteasy	neg
yes newly married try update preexist international flight easy	neg
overnight miami	neu
have client hr layover iah day will claim amp recheck luggage or take care	neu
dmed detail	neu
thank help get need issue guess sit awhile longer	pos
thank concern contact customer care return australia	neu
airport snow removal method good work folk cessna	pos
no need guy book plane concern travel move forward	neg
thank be able claim interim expense cost stuff	pos
why board pass austrian airlines codeshare flight rebook incls hour layover amp stick outside sec	neg
fly telaviv pay suitcase plane besides impolite service	neg
bag colo springs disabled search unfamiliar airport look bag not good outcome	neg
shame flex ticket transfer rule even call neurosurgery icu	neg
no denver say handle baggage springs give number no help	neg
find problem avoid like plague be tell find supervisor	neg
cancel flight flight advance need connect flight reschedule link help help gf wait month	neg
fly	neg
announcement pre board address mobility disability require travel lot stuff do preboard	neu
fly united month experience awesome	pos
travel book united group dept okc ticket agent willing help connection lax	neg
upset disability service when tell employee carry medical equipment rude	neg
complain guy check luggage throw bag unfortunate coincidence hope	neg
mobile app need construction ground os category expensive right	neg
work wc coach good thing bird land ahead schedule use wc stat	pos
os control app new	neu
help baggage service desk said bc tsa screening fll bag bag ewr	neg
mobile boarding pass disappear phone stand line board second time week hmm	neg
rozana newark lovely helpful choosekind	pos
night lga	neu
thx update	pos
thank	neu
dm nut	neu
ua las iad mechanical problem take land fix delay wtfodd	neg
despite bag make newark good informative email track update help	pos
what go ua outbound flight thur delay how long delay	neg
crash try check	neg
wow what deal again plus seat available easy change customer happy	pos
email address reach too long dm	neu
credit trip come mail	neg
ok month wait hear airline give bit day request terrible service	neg
what go website flight booking problems ticket today boot system umpteen time	neg
account number website say email unavailable	neg
so need book way order fly unaccompanied minor	neu
pls help baby hannah life save surgery require need help pls	neu
bet will not honour like ey	neu
guess ask huh	neu
hard stay upset try remorse	neg
fingers cross amp intact very disappointed experience actually say enjoy	neg
incredibly easy fix stay comfort zone force	neg
july zero excuse date system cause problem like	neg
good weekend	neu
yeah sorry problem united and international reputation have problem	neg
probably work	neu
could email resent not appear arrive	neg
follow order dm come	neg
know probably way cheap airfare ticket flight leave hour	neu
able dm confirmation number	neg
dm work	neu
private jet cool do work try	pos
give option united travelbank recent flight booking problems any help recoup fund thank	neg
common paper work ready delay meeting	neg
yul ord	neu
problem get fll iah send dm make connection let know	neg
done	neu
thank send	pos
ground montreal miss connection louis can help do private jet	neg
cancel flightl hour	neg
this always happen guy make travel incredibly stressful uncomfortable be good business	neg
response bot improvement easily attain be class service worth	neu
unrivalled access california flight uk airport nonstop stop connection year round	pos
book award tix thaiairways see conf united flight booking can thai	neu
you guy are horrible	neg
thnx info	pos
why pay wifi international business ticket pennypincher	neg
kudo cancel flightling flight dfw morning united usually panic	pos
flight dfw ord currently time advisory dfw affect weather	neu
flight delay remember turn heat flight leave ord seriously	neg
awesome new plane flight extremely nice captain steve connolly	pos
file refund claim tell charge dm this dispute bank	neg
bag flight iad second day clothe pretty inconvenient pretty curious unitedairlines	neg
every united flight saipan guam adventure know old plane operational	pos
bag leave washington that convenient see leave day ago unitedairlines lostluggage	neg
fly class leg chicago long flight china able use lounge chicago	neu
hour ago need work bag hotel time need	neg
okay thank	neu
file claim way call update be way	neu
pls properly train agent request speak customer service amp transfer dead end not open hr	neg
thank cheese platter abundance entertainment option time fly	pos
thank be try day set	pos
lhr arrival lounge fail wait min shower leave find hotel u know passenger u carry planning	neg
any luck finalize reservation information please let know need want confirm asap thx	neu
complete form doubt use ua care day vacation sure ua will feel responsibility	neg
definitely compliment think bag lose send airport in end happy customer	pos
thanx follow email ticket voucher unitedairline care	pos
definitely trip remember ewr sti second season seat pay loyal	pos
thank united understand but actually like bag what want money	neg
bad ua unforeseeable operational issue return flight	neg
pay luggage deliver arrive why wait additional day delivery	neg
great airline	pos
okay m find luggage	neg
the agent meet gate say issue w delay take online	neg
send urgent message narayanan please respond asap also no local united tel kul	neu
thank will guy get anytime soon	neu
run most plane run thank help	pos
go nothing like	neg
send feedback thank	neu
plus food and taxi	neg
people get pretty tired action solve problem plus miss day vacation skiing	neg
the bright keep promise hope have good night thank	neg
yes	neu
thank want fix line customer care team currently respond inquiry business day	neg
fly united aus austin bergstrom cancun intl good flight the big not small	pos
deep vein thrombosis	neu
bad can figure pack plane screw connectns claim hotl room san fran strand pax way	neg
hey flight iah pos leave late flight iah early pos earlier	neg
lose bag process break agent promise amp hold bag find now wake delivery fail	neg
unfortunately tarmac definitely miss ride gonnabealongnight	neu
regret hear please let know need assistance finally able secure seat thx	neg
time check open flight manchester newark today	neu
dm send	neu
flight gate and tell ray flight iah wait	pos
but thank ask	pos
lose bag cancel flightled flight delhi center poor united staff spread thin stressed	neg
constantly have challenge upgrade amp charge in order prevent dvt pay addtl	neg
	pos
favorite airline	pos
nah	neu
need asap will today flight	neg
vacation go ruin day rain the change fee nearly cost original flight can help	neu
send message let know asap	neu
try call min phn wait mean miss option	neg
ask guy flight bwi wait delay flight san diego pretty	neg
early flt think appropriate yes review nada avail day expect refund	neg
understand thank	neu
yo yo yo stick tarmac hour go miss ride help helpimstuck united	neg
man wait book ticket thank jp life sabe	pos
post disappointment frequent united flyer simple bad apple spoil bunch	neu
guy continue impress houston	pos
way make phone call need handle twitter email web thank	neg
question onboad volt outlet plane if	neu
twitter let dm	neu
hope	neu
yes do file claim soon carousel stop bag get email find sched delivery	neg
idea monitor mileage member travel pattern know change job lose status transition easy	neu
why tell flight delay tell time min spare do delay sure	neg
flight voucher	neu
let do think fly problem bad airline period	neg
load balance system apparently systemwide major impact united airline flight be cyberattack	neg
spend hundred rectify situation guy quiet	neg
sit ewr nearly hour sk pilot say computer clue leave can help	neg
end come travel literally extra day half	neg
make upgrade list will fly tomorrow min time statusmatchpaidoff	pos
refund vacation free room night make sleep dia	pos
thank reminder fun ride	pos
receive luggage look leave snow arrive ask people refund	neg
update aircraft wifi device entertainment outlet how charge device	neg
scan inside plane ask people line plane go	neg
terrific many thank look forward ua tomorrow have great flight vancouver	pos
appreciate effort get home	pos
today fine all prevent gate agent advise passenger	neg
madrid arrive agent mass confusion send fro ua employee maryjo rude unhelpful	neg
system failure bad trend software project like fly airplane thing emergency takeoff	neg
reboot chicago dispatch system need tired sit plane	neu
despite shaky connection look like home tonight great job touch	pos
completely control price display	neg
aircraft close gate flight close gate go chicago	neu
be try file report	neg
mom leave kindle flight today burgundy case light seat do find	neu
ticket refund unnecessary upgrade fee	neg
thank	pos
decision decisions love try service offer status match	neu
care link show wrong price site site amp responsibility ensure correctness	neg
thank touch	pos
thank karen salisbury iah amazing customer service find daughter bag lose make day	pos
hi direct flight houston reno begin do day march	neu
assist current flight status flt dfw tomorrow	neu
leave comment customer care thank contact	pos
lose gate check bag den ord direct flight ugh	neg
yes thank speak reservation team reinstate flight thank	pos
captain behalf office welcome board never hear laugh hard funnycaptain	pos
can follow dm miss bag	neg
clear luggage comment reference photo attach flight jac	neu
these great fare	pos
awesome book christmas vacatinn december way want devalue mileage plus	pos
thank u secured room night thx very helpful customer service rep dorn thank can u goodenoughmother	pos
mexico international	neu
divert miss connect flight be tell bag way msy if people care	neg
male agnt las threaten canadian cust cust take pic gate agent announce help rebook friendlyskie	neg
stressed rude agent overwhelm delyd flight las den yell people not pretty this friendlyskie	neg
just send thank u please dm confirmation number reflight booking problems need thank	neu
thank fly newark vail eagle	pos
weekend deal company	neg
customer service terrible stand inline hour flight hour late flightr	neg
upload march demand entertainment listing website	neu
denver international airport	pos
thank respond quickly helpful tool	pos
empathiz disappointment flight w nonworking entertainmnt worth unfriendlyskie	neg
work	neg
see message today about mcdonnell douglas dc model hear read goodnight	neu
flight arrive minute early wait hour bag	neg
girl get to flight change she buy mean ex boyfriend need girl trip stat	neu
love austin tonight wish wait til tomorrow morning	neu
cs think mile repair damage interesting travel exp bad flight	neg
flight dfw tuesday how far advance notice cancel flightled	neu
sign notification this trip update not sure happen	neg
thank take care right that experience open app find flight change	pos
line response and wait tomorrow morning flight overbook	neg
exactly point fit premier access boarding group this return ticket yrs	pos
experience bad customer service place blame codeshare partner assume responsibility unacceptable	neg
fuck void ticket kept my money not apology fly airline unitedairlines	neg
bad customer svcs this kevin rep center investigate baggage lost help argument	neg
just get demote gold cuz hubby get pqd tho enuf spend angry	neg
thank	pos
when direct flight belfast intl newark resume winter break thank	neu
favorite way travel thank	pos
yes lot terrible customer service newark despite raise complaint ignore tweet	neg
person currently bettween gate lax	neu
need land ewr baggage claim file send employee droppeditoffyet	neg
thank quick response dm follow	neu
albanyairport delay departure check bag gate claim space fill walk open space delay poorcustomerservice	neg
cancel flight flight reason amp phone an hour vacation why	neg
thank k mile b europe multiple destination stop us way way mileage diff	neu
need dm resolve correctly extremely disappointed service receive terrible management	neg
premier gold desk change flight waif fee give wrong flight now jana acosta salt lake refuse service angry	neg
thing consistent unfortunately consistent job alwaysdelayedonunited	neg
time fly united also time terrible branson virginatlantic unitedairlines	neg
offer ticket coach instead cancel flight reservation glitch notfair	neg
gate announcement state delay maintenance app say late flight arrive aircraft tell truth	neg
someone call sick forgot replacement now hour late flight theworst	neg
	neu
thank appreciate prompt response passenger	neu
disappointment today simply rather unpleased thing currently flight delay not wait home	neg
during round trip non english speaking friend strand twice hour time most staff member rude	neg
nope walk amp orf terminal amp united agent find show minute board many panic people	neg
thank	pos
guy customer service clue could spend effort clear bin rollerboard instead art project	neg
priority iove	pos
pleased premier platinum	pos
hahaha if american company great sarcasm	neg
apparently ask people board plane big miscalculation	neg
shame choose united difference reunite age friend see poorservice	neg
just check status claim go month attention upset	neg
thank certainly look please follow dm confirmation number assistance	pos
in process recover car rental condo rental florida call united alternate flight noanswer	neg
thank listen definitely person line think absurd	pos
wait tarmac apparently overweight amp return gate wtf fb	neg
that real dedication amp concern apology fix issue miserable issue past mo	neg
ok submit thank opportunity feedback	pos
big thank winston assist phone baggage claim issue today go extra mile	pos
soon article thank	pos
booked flight be charge twice mean redeem cc point properly would go	neg
wait day military bag airport hour away horrible	neg
arrive minute early nice equipment ready wait minute luggage far time gain wipe	neg
musician real dirty lax block get flight bass	neg
for playing home	neu
yes say take hour	neg
pay actually fly year deserve good service cc holder	neg
ok thank help	pos
thank question wait time baggage	neu
flight plane sfo den basically time	pos
thank just program comment system assign seat pair available change	pos
min delay flt sfo load pax make sense will strand overnight ord miss cnxns	neg
change hour for take second online thrilled love agent	neg
not appropriate ask public dm united employee new answer process hassle cancel flight	neg
like try hate airline fee check bag mention ticket rude agent	neg
please robin ewr premiere desk help early flight work huge thank	pos
hr delay gate change amp board send amp board will change flight can	neg
help integrate app activate surf	pos
the ac go minute return mojave desert pressurecooker heattrap	neg
nope help give unite badservice	neg
jon thank	neu
airline cause miss connection u think step remedy screw	neg
flight descend farce leave ewr be go bad	neg
tell fly direct dublin london this complete shamble	neg
flight booking problems travel writer trip host need happy land do cute pjs aa	neu
but aa	neu
do find thank	neu
on standby denver delay confirm aspen flight cancel flight day confidence	neg
pt u cancel flight finally get stndby p.m. flight what day missedwork clientnothappy	neg
thank you kindness agent go amp strand family home	pos
justifiable cost early flight seat no airline charge conveniently passenger early	neg
woke flight move hrs early barely flight hrs layover sfo want hop early option	neg
look beauty dc united airline	pos
line denver rebook weather issue do better	neg
cancel flight flight late flightr agent claim new flight cancel flight coworker get delay now	neg
urgency ridiculous ceo claim customer focus delay happen plane sit customer	neg
ask refund delay hour give reason partial credit	neg
ok thx	pos
dm confirmation way kailua tonight thank	neu
would helpful refresh board time info boarding pass delay flight	neg
great hear thankyou greatly appreciate reply feel settle	pos
counter agent rdu deserve medal thankyou	pos
the saga bag delay reunion force shopping stay tune	neg
flight gate agent try prevent take onboard bag year flight crew reasonable	neg
thank literally call preboard run	pos
brilliant thankyou be class carryon	pos
gate leave	neu
thank listen compliant right thing appreciate work	pos
cancel flightl flight twice	neg
chance wait ord afternoon flight screw hold	neg
fail save day	neu
better connection ord to fwa board minute open plane land hour late flight	neg
united gold number hold minute think lose nowhereland have gold reservation help	neg
great ready home	pos
wow answer awesome that customer service usairwaysfail	pos
time fly us medical info look practical like adapt seat cushion allow	neu
noooooooooooooooooooooope	neg
oh sure plan occur absolutely consistently usually yyj flight cancel flightl daily	neg
outsource united airlines customer love outsource outsource outsource	pos
hi be fly sfo lax sal clo connect time lax m be time do collect bag recheck av	neu
thank need follow tho dm x	pos
get good suggest senior manager gate retrain gate people	neg
states faundation faith judeo	neu
like support mechanic maintenance worker instead united put video timco wifi	neg
just send thank	pos
miss connection ugh	neg
how formally complain customer service handler misconnect deny boarding amp lose bag help	neg
u able rebook home sooner delay flight linesforever customerservice fail	neg
pointless tweet at ask follow try resolve	neg
able seat open flight	neu
hopefully baggage fee waive tomorrow actually flight compensation hotel room	neg
hahaha at give u refund	neu
wait new pilot door plane break global service status airline unsafe stunning	neg
awesome flight crew plane jurassic period call want dinosaur plane	neg
thing confuse lose priority boarding mileage plus card member	neg
hop hear actually	neg
sorry delay response ua chicago san fran hold hour tarmac also lose bag	neg
thank help pick bag aspen airport amp come today	pos
public extend vacation week point advertise multiple flight honor	neg
cancel flights flt ewr no wife amp yr old ny catch yyz good customerservice dead	neg
now arrive day half late flightr suppose lesson day believe verbal write confirmation united	neg
hour delay nothing say sorry like voucher missing time family family precioustime	neg
people try schedule flight worth miss connection shameful	neg
gate agent ewr disabled wheel chair time board step step up lol	neg
love help get today in ewr will airline connection thx	pos
arrive yyz flight taiwan reservation miss ticket number slow agent sukhdeep cause miss flt	neg
thank	pos
thank update	pos
unitedairlines any way ord abq anytime hour	neu
confirm seat crisis avert beer will miss	pos
look like today consecutive delay flight win prize air fly sba	neg
understood thank try reach sooner	pos
receive hotel food also email mile last trip hr delay mile cancel flightlation	neg
follow detail	neu
the den agent amazing the mpagent check suck	pos
delay hour stretch trip way past midnight extremely exhausting	neg
ha rebook hr layover amp rob night family too late flight just fly time	neg
switch fly unite delta past trip disappointed now delay hour	neg
travel injure gate agent chicago awesome help ty roadwarrior	pos
pay economy plus boarding group gate check bag know better	neg
travel iha feb ac sit on night complaint fa give real answer help	neg
scott need good book suggestion	neu
stand no pilot paperwork fix problem fix ago flight delay	neg
dm	neu
please msg customer service invoice dry cleaning will able wet clothe airport	neg
an hour delay because you print a piece of paper	neg
response	neg
people mci del preferably jet airways ewr bru del segment anytime december	neu
credit card charge transaction tell if charge go contact	neg
pqm pqd longer show correctly mileageplus acct how fix	neg
thank	pos
bad bad reservation policy bad costumer service worst worst bad congrat bad	neg
try change reservation get extremely frustrated give try airline	neg
solve finally pick second time call thank response jh dulles work	pos
need work united flierfriendly program at clue flight attendant	neg
